Publisher,Author,Goodreads_Rating,Distinct_Works_Count,Sample_Book_Title,Sample_Book_Genre,Sample_Book_Pages
Workman Publishing,Corrie ten Boom,0.0,1,The Hiding Place,"World war, 1939-1945, personal narratives, dutch",241
Workman Publishing,Ramit Sethi,0.0,1,I will teach you to be rich,Business,272
Workman Publishing,Austin Kleon,0.0,1,Show Your Work!,Career development,224
Workman Publishing,Workman Publishing Company Staff,0.0,1,Everything You Need to Ace Math in One Big Fat Notebook,"Mathematics, study and teaching",518
Workman Publishing,Sara Farizan,0.0,1,If You Could Be Mine,Love,264
"Playscripts, Inc.",Cinda Williams Chima,3.44,12,The Warrior Heir,Young Adult Fiction,431
"Playscripts, Inc.",Megan McCafferty,3.44,12,Sloppy Firsts,Fiction,306
"Playscripts, Inc.","Jerry Bobrow, Ph.D.",3.44,12,CliffsTestPrep RICA,Study Aids,302
"Playscripts, Inc.",David Small,3.44,12,Ruby Mae Has Something to Say,Children's stories,0
"Playscripts, Inc.",Brendan McNally,3.44,12,Germania,Fiction,387
"Playscripts, Inc.",Suzanne M. Ward,3.44,12,Academic E-Books,Language Arts & Disciplines,372
"Playscripts, Inc.",David Held,3.72,12,Global Transformations,Political Science,548
"Playscripts, Inc.",William Hazelgrove,3.72,12,Tobacco Sticks,Fathers and sons,208
"Playscripts, Inc.",Judith St. George,3.72,12,So You Want to be President?,Juvenile Nonfiction,52
"Playscripts, Inc.",K. A. Doore,,5,The Unconquered City,Fiction,319
"Playscripts, Inc.",Gabe Zichermann,5.0,1,Gamification by Design,Computers,211
"Playscripts, Inc.",Charles Johnson,5.0,1,Middle Passage,Fiction,189
"Playscripts, Inc.",Lori Nelson,5.0,1,Hillary's BIG Business Adventure,Unknown,0
"Playscripts, Inc.",DK,5.0,1,The Science Book,Science,828
"Playscripts, Inc.",Riva Castleman,5.0,1,A Century of Artists Books,Unknown,0
"Playscripts, Inc.",Michael Larsen,5.0,1,How to Get a Literary Agent,Literary agents,0
"Playscripts, Inc.",Hunter S. Thompson,5.0,1,Fear and Loathing in Las Vegas,Experimental fiction,224
"Playscripts, Inc.",Unesco,5.0,1,Textbooks and Quality Learning for All,Education,412
"Playscripts, Inc.",Lane Shefter Bishop,5.0,1,Sell Your Story in A Single Sentence: Advice from the Front Lines of Hollywood,Performing Arts,175
"Playscripts, Inc.",Thomas W. Hewitt,5.0,1,Understanding and Shaping Curriculum,Education,481
"Playscripts, Inc.",John Ajvide Lindqvist,3.6,11,Let the Right One In,Fiction,524
"Playscripts, Inc.",Christopher J. Murrey,3.6,11,Benjamin Franklin,Biography & Autobiography,254
"Playscripts, Inc.",Celine Kiernan,3.6,11,The Poison Throne,Young Adult Fiction,397
"Playscripts, Inc.",Joe Biel,3.6,11,A People's Guide to Publishing,Business & Economics,0
"Playscripts, Inc.",Donald E. Biederman,3.6,11,Law and Business of the Entertainment Industries,Law,822
"Playscripts, Inc.",Voltaire,3.6,11,Candide,Conduct of life,152
"Playscripts, Inc.",Herman Melville,4.11,11,Moby Dick,American Sea stories,448
"Playscripts, Inc.",Jane Austen,3.6,11,Persuasion,"Fiction, Romance, Historical, Regency",267
"Playscripts, Inc.",Paul Fleischman,3.6,11,Seedfolks,Neighborhood,69
"Playscripts, Inc.",Jon Scieszka,4.11,11,The Stinky Cheese Man and Other Fairly Stupid Tales,Fairy tales,52
"Playscripts, Inc.",Dan O'Brien,0.0,1,The disappearance of Daniel Hand,Unknown,76
"Playscripts, Inc.",Jonathan Yukich,0.0,1,Boiling people in my coffee,Unknown,18
"Playscripts, Inc.",Peter Bloedel,0.0,1,A play with words,Unknown,39
"Playscripts, Inc.",Chris Sheppard,0.0,1,Dinner with the Macguffins,Unknown,30
"Playscripts, Inc.",Erin Detrick,0.0,1,Actor's Choice,Monologues,145
"Playscripts, Inc.",Lauren Gunderson,0.0,1,I and you,Adolescence,77
"Playscripts, Inc.",Adam Bock,,14,Swimming in the shallows,Unknown,78
"Playscripts, Inc.",D. Tupper McKnight,0.0,1,A midsummer night in the OC,Unknown,75
Loyola Press,Elizabeth M. Kelly,4.17,2,The Rosary,Religion,195
Loyola Press,St. Ignatius of Loyola,4.17,2,The Spiritual Exercises of St. Ignatius,Religion,137
Loyola Press,Kevin Perrotta,4.17,2,Mark,Religion,115
Loyola Press,Jim Manney,4.17,2,"A Simple, Life-Changing Prayer",Religion,99
Loyola Press,J Ignacio Tellech Idigoras,4.17,2,Ignatius of Loyola,Biography & Autobiography,662
Loyola Press,Joye Gros,4.17,2,Theological Reflection,Education,80
Loyola Press,Joe Paprocki,4.17,2,A Well-Built Faith,Education,179
Loyola Press,Louis J. Puhl,4.17,2,The Spiritual Exercises of St. Ignatius,Religion,167
Loyola Press,James P. Campbell,4.25,2,A Parent Guide to Prayer,Religion,71
Loyola Press,George W. Traub,4.25,2,An Ignatian Spirituality Reader,Biography & Autobiography,307
Loyola Press,Sisters of Notre Dame Chardon Ohio,4.25,10,Saints and Feasts Days,Religion,498
Loyola Press,Catherine Odell,4.25,10,Loyola Kids Book of Everyday Prayers,Juvenile Nonfiction,216
Loyola Press,Vinita Hampton Wright,4.25,10,Small Simple Ways,Religion,388
Loyola Press,Dominic Grassi,4.25,10,Living the Mass,Religion,210
Loyola Press,Louise Perrotta,4.25,10,Matthew 1-2/ Luke 1-2,Religion,99
Loyola Press,Ronald Modras,4.25,10,Ignatian Humanism,Philosophy,362
Loyola Press,Margaret Silf,4.25,10,Just Call Me Lopez,Religion,283
Loyola Press,William J. O'Malley,4.25,10,The Fifth Week: Second Edition,Biography & Autobiography,243
Loyola Press,Gregory Boyle,4.25,10,Forgive Everyone Everything,Self-Help,123
Loyola Press,Austen Ivereigh,4.2,10,First Belong to God,Religion,150
Loyola Press,Amy Welborn,4.22,10,Loyola Kids Book of Saints,Juvenile Nonfiction,315
Loyola Press,David Scott,4.22,10,A Revolution of Love,Religion,180
Loyola Press,George Martin,4.22,10,The Gospel According to Mark,Religion,498
Loyola Press,James Martin,4.22,10,My Life with the Saints (10th Anniversary Edition),Biography & Autobiography,410
Loyola Press,David Self,4.22,10,The Loyola Treasury of Saints,Biography & Autobiography,236
Loyola Press,Charles Dickens,4.22,10,A Christmas Carol,Ghost stories,116
Loyola Press,William Shakespeare,4.22,10,Julius Caesar,Antoine (Marcus Antonius),149
Loyola Press,Saint Ignatius of Loyola,4.22,10,Exercitia spiritualia,Spiritual exercises,230
Loyola Press,John Henry Newman,4.22,10,The idea of a university,Universities and colleges,527
Loyola Press,Oliver Goldsmith,4.22,10,The Deserted Village,Poetry (poetic works by one author),33
Loyola Press,Catholic Church,,16715,Catechismus Ecclesiae Catholicae,Catechetics,758
Loyola Press,Rumer Godden,,152,In this house of Brede,Catholic women,407
Loyola Press,Morris West,,152,The Devil's Advocate,Canonización,319
Loyola Press,A. J. Cronin,,378,The Keys of the Kingdom,Missionaries,344
Loyola Press,H. F. M. (Hilda Frances Margaret) Prescott,,13,The Man on a Donkey,Catholics,719
Loyola Press,Brian Moore,,231,Catholics,Catholics,107
Loyola Press,Pierre-François-Xavier de Charlevoix,,153,History and general description of New France,Bibliography,167
Loyola Press,Edwin O'Connor,,24,The edge of sadness,Alcoholics,460
Loyola Press,Henri J. M. Nouwen,,299,Can You Drink the Cup?,Spiritual life,110
Loyola Press,Alfred Lord Tennyson,,1134,The Holy Grail and other poems,Arthurian romances,86
Acadian House,Dale Brown,4.54,7,The Little Book of Motivation,"Body, Mind & Spirit",0
Acadian House,Ashley Montagu,4.54,7,The Elephant Man,Biography & Autobiography,0
Acadian House,Marcelle Bienvenu,4.54,7,"Who's Your Mama, Are You Catholic & Can You Make a Roux? (Book 2)",Cooking,0
Acadian House,Trent Angers,4.54,7,The Forgotten Hero of My Lai,Helicopter pilots,0
Acadian House,D. Moore,4.54,7,Live Oak Gardens,Architecture,52
Acadian House,Ronnie Wells,4.54,7,The Legend of Catfish & Little Bream,Juvenile Nonfiction,44
Acadian House,Glenn Guilbeau,4.54,7,Everything Matters in Baseball,Unknown,0
Acadian House,Chad Judice,4.54,7,Eli's Reach,Biography & Autobiography,0
Acadian House,Joseph Brennan,4.54,7,The Kingdom of Darkness,"Body, Mind & Spirit",95
Acadian House,ROBERT ANDERSON (JR.),4.54,7,GROWING UP IN SOUTH LOUISIANA.,Unknown,0
Acadian House,Lou Ana Gardens,4.13,5,Louisiana Festivals Cookbook,Cooking,218
Acadian House,Mary Alice Fontenot,4.13,5,Tah-Tye,Unknown,0
Acadian House,Diane M. Moore,4.13,5,The Treasures of Avery Island,Gardening,16
Acadian House,Bryan Sibley,4.13,5,God First,Christian life,0
Acadian House,Melanie Durand Grossman,4.13,5,Crossing Bayou Teche,Unknown,0
Acadian House,RHONDA. DEMERS FINDLEY (JOHN.),4.13,5,The Top 100 New Orleans Recipes of All Time,Unknown,80
Acadian House,Christian Serpas,4.13,5,"The New Orleans Saints, Book 2",Sports & Recreation,183
Acadian House,Jacklyn Sonnier Hirshberg,4.13,5,Nicky the Swamp Dog,Aboriginal Australians,0
Acadian House,Camille Pavy Claibourne,4.13,5,Dog Love & Dog Loss,Dog owners,100
Acadian House,Russel L. Honore,4.13,5,Leadership,Unknown,183
Acadian House,Jennie N. Robinson,3.83,13,Cities of the Dead,Unknown,112
Acadian House,Jeff T. Hennessy,3.83,13,The Day of the Cajundome Mega-shelter,Disaster relief,0
Acadian House,A. J. Smith,4.13,13,Cajun Humor,Humor,53
Acadian House,Floyd Sonnier,3.83,13,Cajun Country,Artists,191
Acadian House,Dan Marin,3.83,13,Signs of Opportunity,Business & Economics,196
Acadian House,Francis W. Vanderwall,3.83,13,Freedom from fear,Unknown,142
Acadian House,Frank Coco,4.13,13,Blessed be jazz,Biography,0
Acadian House,John DeMers,3.83,13,The top 100 New Orleans recipes of all time,Cooking,0
Acadian House,Rhonda Findley,3.83,13,Top 100 New Orleans Recipes of All Time,Unknown,0
Tughra Books,M. Fethullah Gülen,4.5,10,The Essentials of the Islamic Faith,Religion,0
Tughra Books,Fethullah Gülen,4.5,10,Toward a Global Civilization of Love and Tolerance,Islam,288
Tughra Books,Ali Ünal,4.5,10,The Qur'an with Annotated Interpretation in Modern English,Qurʼan,1418
Tughra Books,Reşit Haylamaz,4.5,10,Prophet Muhammad,Islam,0
Tughra Books,Aslı Sancar,4.5,10,Ottoman Women,Unknown,0
Tughra Books,Tarik Unal,4.5,10,Umar Ibn Al-Khattab,Caliphs,0
Tughra Books,Topkapı Sarayı Müzesi. Hırka-i Saadet Dairesi,4.5,10,The Sacred Trusts,Art,380
Tughra Books,Kathleen St. Onge,4.5,10,Tribute to the Prophet Muhammad,Biography & Autobiography,64
Tughra Books,Rahime Kaya,4.5,10,Prophet Muhammad,Unknown,0
Tughra Books,Ibrahim Canan,4.53,10,The Message of Abraham,Biography & Autobiography,171
Tughra Books,Said Nursi,,185,The Words,Islam,797
Tughra Books,Erol Ergün,,9,THE HEARER AND SEER OF ALL,Religion,152
Tughra Books,Ahmad Philips,,10,Stuck,Unknown,0
Tughra Books,İrfan Yılmaz,,3,Evolution,Religion,376
Tughra Books,Maryam Kabeer Faye,,1,Journey Through Ten Thousand Veils,Biography & Autobiography,324
Tughra Books,Ramazan Balcı,,16,Bediuzzaman Said Nursi,Biography & Autobiography,0
Tughra Books,Mehmet Enes Ergene,,2,Svjedočenje tradicije u modernom dobu,Islam,229
Tughra Books,B. Jill Carroll,,10,Dijalog civilizacija,Islam,132
Tughra Books,Osman Oral,,3,I Believe in the Hereafter,Future life,0
Tughra Books,Adam Brown (Tughra Books),,500,The Religion Is Easy!,Religion,0
Tughra Books,Yusuf Karagöl,4.23,11,My Guide to Understanding Islam,Juvenile Nonfiction,0
Tughra Books,Carima Elfarrah,4.23,11,Sheba,Household animals,0
Tughra Books,Ahmet Bursali,4.23,11,Beginner's Guide to Reading the Qur'ān,Qurʼan,0
Tughra Books,Resit Haylamaz,4.23,11,"Aisha: The Wife, The Companion, The Scholar",Doctrines,220
Tughra Books,Muḥammad Prophet,3.89,11,40 Hadiths,Doctrines,130
Tughra Books,Nawawī,3.89,11,Riyad as-salihin,Texts,544
Tughra Books,Nimah Ismail Nawwab,3.89,11,Canvas of the Soul,Poetry (poetic works by one author),0
Tughra Books,Fethullah Gulen,3.89,11,Emerald Hills Of The Heart Key Concepts In The Practice Of Sufism,Sufism,0
Tughra Books,Shahada Sharelle Haqq,5.0,1,Noble Women Of Faith Asiya Mary Khadija Fatima,Islam,0
Tughra Books,Enis Yüce,5.0,1,The rightly-guided caliphs,Caliphs,192
Tughra Books,Lynne Emily Ozgur,5.0,1,Darryl and the mountain,Fiction,32
Tughra Books,Asim Sark,5.0,1,Social morality in Islam,Islamic ethics,0
Avon Romance,Tessa Dare,3.81,28,A Week to Be Wicked,Fiction,315
Avon Romance,Robert Silverberg,3.81,28,Drug Themes in Science Fiction,Drugs and literature,70
Avon Romance,Joe Biel,3.81,28,A People's Guide to Publishing,Business & Economics,0
Avon Romance,Robert Merritt Orton,3.81,28,Catalog of Reprints in Series,Editions,1004
Avon Romance,Ciaran Carson,3.81,28,The Star Factory,Biography & Autobiography,316
Avon Romance,Amelia Earhart,3.81,28,20 Hrs. 40 Min,Aeronautics,328
Avon Romance,Lucy Caldwell,3.81,28,Intimacies,Fiction,155
Avon Romance,Gary Provost,3.81,28,How to Write and Sell True Crime,Language Arts & Disciplines,233
Avon Romance,Connie Brockway,3.81,28,Anything for Love,Fiction,377
Avon Romance,Allen Ahearn,3.81,28,Collected Books,Antiques & Collectibles,517
Avon Romance,Michael Drayton,3.88,1,Nymphidia: the Court of Fairy,English poetry,76
Avon Romance,Samuel R. Delany,3.88,1,"Aye, and Gomorrah",Fiction,402
Avon Romance,Joanne Hendrick,3.88,1,The Whole Child,Early childhood education,632
Avon Romance,Sierra Adare,3.88,1,What Editors Look for,Language Arts & Disciplines,164
Avon Romance,Delineator Home Institute Delineator,3.88,1,The American Woman's Cook Book,Unknown,0
Avon Romance,Amber Parker,3.88,1,All Because of Sammye,Juvenile Fiction,25
Avon Romance,Kurt Vonnegut,3.88,1,Kurt Vonnegut,Literary Collections,0
Avon Romance,John Betancourt,3.88,1,Roger Zelazny's The Dawn of Amber,Fiction,246
Avon Romance,Lawrence Watt-Evans,3.88,1,The Misenchanted Sword,Fiction,228
Avon Romance,Charlotte Laughlin,3.88,1,Paperback Quarterly (Vol. 1 No. 1) Spring 1978,Literary Criticism,48
Avon Romance,Geraldine Hughes,3.8,13,Redemption,Unknown,0
Avon Romance,Walton Beacham,3.8,13,Beacham's Popular Fiction in America,American fiction,478
Avon Romance,Kate Quinn,3.8,13,The Diamond Eye,Fiction,488
Avon Romance,Michael Horowitz,3.8,13,An Annotated Bibliography of Timothy Leary,Unknown,0
Avon Romance,William Shakespeare,3.8,13,Arden Shakespeare Complete Works,Drama,1382
Avon Romance,Kathleen E. Woodiwiss,3.8,13,The Flame and the Flower,Fiction,502
Avon Romance,Booth Tarkington,3.8,13,The Magnificent Ambersons,Fiction,327
Avon Romance,Rosemary Rogers,3.8,13,Sweet Savage Love,"Fiction, Romance, Historical",522
Avon Romance,Johanna Lindsey,3.8,13,Captive Bride,CollectionID:bodice_ripper,313
Avon Romance,Virginia Henley,3.8,13,Wild Hearts,Fiction,470
Avon Romance,Elizabeth Peters,3.97,5,Devil-may-care,"Fiction, mystery & detective, general",275
Avon Romance,Denise Robins,3.97,5,Bitter-Sweet,1950s,240
Avon Romance,Lori Leigh,3.97,5,On the Winds of Love,Fiction,344
Avon Romance,No name,3.97,5,Captive Rose,Unknown,0
Citadel Press,Albert Einstein,4.0,14,Out of My Later Years,Science,282
Citadel Press,Thomas Paine,4.0,14,The Age of Reason,Unknown,0
Citadel Press,Maksim Gorky,3.93,14,Mother,Revolutionaries,0
Citadel Press,Aurelius Augustinus,4.0,14,The Confessions of St. Augustine,Unknown,0
Citadel Press,Abe Peck,4.0,14,Uncovering the Sixties,History,378
Citadel Press,Khalil Girbian,4.0,14,Secrets of the Heart,Mysticism,132
Citadel Press,Benedictus de Spinoza,4.0,14,The Ethics of Spinoza,Ethics,0
Citadel Press,John Laurence,3.93,14,The History of Capital Punishment,Capital punishment,230
Citadel Press,James F. Dunnigan,3.93,14,World War Two Bookshelf,History,342
Citadel Press,Jean-Paul Sartre,3.93,14,The Psychology of Imagination,Imagination,0
Citadel Press,Kahlil Gibran,4.13,8,The Broken Wings,Arabic fiction,128
Citadel Press,Oscar Wilde,4.13,8,"The Happy Prince, and Other Tales",Unknown,121
Citadel Press,Peter Mayle,4.13,8,"""Where Did I Come From?""",Family & Relationships,52
Citadel Press,Dalton Trumbo,4.13,8,Johnny Got His Gun,Fiction,289
Citadel Press,Michael H. Hart,4.13,8,The 100,Biography,0
Citadel Press,Simone de Beauvoir,4.13,8,"The ethics of ambiguity, tr",Literary Collections,164
Citadel Press,Linda Lovelace,4.13,8,Ordeal,Biography & Autobiography,240
Citadel Press,Sir Ernest Alfred Wallis Budge,4.13,8,Egyptian Magic,"Body, Mind & Spirit",256
Citadel Press,Lajos Egri,4.13,8,The Art of Creative Writing,Language Arts & Disciplines,228
Citadel Press,Marc Seifer,4.13,8,Wizard:,Biography & Autobiography,802
Citadel Press,Lt. Col. (Ret.) Michael Lee Lanning,4.23,10,Defenders Of Liberty,History,372
Citadel Press,Stephen J. Spignesi,4.23,10,The Italian 100,Biography & Autobiography,388
Citadel Press,Emil Kraepelin,4.16,10,One Hundred Years of Psychiatry,Psychiatry,163
Citadel Press,Booker T. Washington,4.23,10,Up from Slavery,"Washington, booker t., 1856-1915",192
Citadel Press,Ernest Alfred Wallis Budge,4.23,10,The Book of the Dead,Funeral rites and ceremonies,377
Citadel Press,Edwin Lefèvre,4.23,10,Reminiscences of a stock operator,New York Stock Exchange,273
Citadel Press,Sir Walter Scott,4.23,10,Letters on demonology and witchcraft,Witchcraft,320
Citadel Press,Максим Горький,4.23,10,Mother,Revolutionaries in fiction,414
Citadel Press,David Lindsay,4.16,10,A Voyage to Arcturus,Quests (Expeditions),270
Citadel Press,William Wells Brown,4.16,10,Clotel,African American families,198
Citadel Press,Gerald B. Gardner,4.16,10,Witchcraft today,Witchcraft,163
Citadel Press,Montague Summers,4.16,10,The history of witchcraft and demonology,Witchcraft,353
Citadel Press,Gerina Dunwich,4.29,10,The Wicca Spellbook,Magic,190
Citadel Press,Arthur Schnitzler,4.29,10,Casanovas Heimfahrt,Fiction,175
Citadel Press,Frederick Douglass,4.29,10,Life and times of Frederick Douglass,Antislavery movements,576
VIZ,", VIZ Media",4.09,13,VIZ Manga Sampler 2023,Unknown,258
VIZ,Eric Searleman,4.09,13,"Sneak Peek, Summer 2003","Comic books, strips, etc",228
VIZ,Miki Aihara,4.09,13,"Hot Gimmick (VIZBIG Edition), Vol. 1",Comics & Graphic Novels,552
VIZ,Eiichiro Oda,3.87,13,"One Piece, Vol. 67",Comics & Graphic Novels,222
VIZ,Io Sakisaka,4.09,13,"Love Me, Love Me Not, Vol. 11",Comics & Graphic Novels,189
VIZ,Kohei Horikoshi,4.09,13,"My Hero Academia, Vol. 24",Comics & Graphic Novels,191
VIZ,Hajime Komoto,4.09,13,"Mashle: Magic and Muscles, Vol. 6",Comics & Graphic Novels,201
VIZ,"Kazuki Takahashi,Ru Xu",3.87,13,Marvel’s Secret Reverse,Comics & Graphic Novels,114
VIZ,Akira Toriyama,3.87,13,Dragon Ball Z,Comics & Graphic Novels,196
VIZ,Tsubasa Fukuchi,3.87,13,Sneak Peek 2006,"Comic books, strips, etc",124
VIZ,VIZ Media,4.25,10,"Naruto, Vol. 4",Animated television programs,0
VIZ,Kazune Kawahara,4.25,10,"High School Debut, Vol. 1",Comics & Graphic Novels,184
VIZ,Yoshiyuki Sadamoto,4.25,10,"Neon Genesis Evangelion, Vol. 11",Comics & Graphic Novels,184
VIZ,Karuho Shiina,4.25,10,"Kimi ni Todoke: From Me to You, Vol. 16",Comics & Graphic Novels,196
VIZ,Masashi Kishimoto,4.25,10,"Naruto, Vol. 29",Comics & Graphic Novels,188
VIZ,Masakazu Katsura,4.25,10,"I""s, Vol. 9",Comics & Graphic Novels,191
VIZ,Makoto Raiku,4.13,10,"Zatch Bell!, Vol. 4",Comics & Graphic Novels,204
VIZ,Nobuhiro Watsuki,4.13,10,"Rurouni Kenshin, Vol. 13",Comics & Graphic Novels,190
VIZ,Katsura Hoshino,4.13,10,"D.Gray-man, Vol. 2",Comics & Graphic Novels,184
VIZ,Rumiko Takahashi,4.13,10,"Inuyasha, Vol. 6",Comics & Graphic Novels,196
VIZ,Keiko Ishihara,4.2,4,"Prince Freya, Vol. 6",Comics & Graphic Novels,162
VIZ,Yukito Kishiro,4.2,4,Battle Angel Alita,Comics & Graphic Novels,236
VIZ,Tite Kubo,4.2,4,"Bleach, Vol. 45",Comics & Graphic Novels,194
VIZ,高橋留美子,4.2,4,Ranma 1/2,manga,192
VIZ,Osamu Dazai,4.2,4,Ningen shikkaku,Fiction,188
VIZ,Koyoharu Gotōge,4.5,4,Demon Slayer,Literature,192
VIZ,Kōshun Takami,4.2,4,Battle royale,Junior high school students,624
VIZ,Tsugumi Ohba,4.5,4,"Death Note, Vol. 2",series:death_note,200
VIZ,Kazuki Takahashi,4.14,15,Yu-Gi-Oh!,Ghost stories,192
VIZ,Junji Itō,3.95,15,Uzumaki,Death,653
VIZ,Tatsuki Fujimoto,3.95,15,"Chainsaw Man, Vol. 1",Literature,192
VIZ,Koyoharu Gotoge,3.95,15,Demon slayer =,Brothers and sisters,152
Stenhouse Publishers,Steven L. Layne,,31,Igniting a Passion for Reading,Education,205
Stenhouse Publishers,Gail Boushey,,12,The Daily 5,EDUCATION,0
Stenhouse Publishers,Melissa Stewart,,496,5 Kinds of Nonfiction,Children's books,224
Stenhouse Publishers,Aimee Elizabeth Buckner,,500,Notebook Connections,Education,161
Stenhouse Publishers,Harvey Daniels,4.2,14,Literature Circles,Education,273
Stenhouse Publishers,Daniel Pennac,4.2,14,Better Than Life,Unknown,0
Stenhouse Publishers,Janet Allen,4.2,14,More Tools for Teaching Content Literacy,Education,50
Stenhouse Publishers,JoAnn Portalupi,4.2,14,Nonfiction Craft Lessons,Education,161
Stenhouse Publishers,Lynne R. Dorfman,4.2,14,Mentor Texts,Education,384
Stenhouse Publishers,Doug Buehl,4.2,14,Classroom Strategies for Interactive Learning,Education,273
Stenhouse Publishers,Stacey Shubitz,,3,Welcome to Writing Workshop,Education,239
Stenhouse Publishers,Paula Bourque,,2,Close Writing,Education,302
Stenhouse Publishers,Katrin L. Blamey,,2,Starting Strong,Education,242
Stenhouse Publishers,Cris Tovani,,7,So what Do They Really Know?,Education,177
Stenhouse Publishers,Greg Lang,,22,All Children are Special,Education,139
Stenhouse Publishers,Stephanie Harvey,4.22,11,Nonfiction Matters,Education,249
Stenhouse Publishers,Jan Miller Burkins,4.22,11,Who's Doing the Work?,Education,174
Stenhouse Publishers,Mary Lee Hahn,4.22,11,Reconsidering Read-aloud,Education,170
Stenhouse Publishers,Tony Stead,4.22,11,Good Choice!,Education,250
Stenhouse Publishers,Franki Sibberson,4.22,11,Still Learning to Read,Education,250
Stenhouse Publishers,Ruth Shagoury,4.5,1,Living the Questions,Education,304
Stenhouse Publishers,Karen Szymusiak,4.5,1,Beyond Leveled Books,Education,272
Stenhouse Publishers,Jennifer Allen,4.5,1,Becoming a Literacy Leader,Education,255
Stenhouse Publishers,Amy Stewart,4.5,1,"Little Readers, Big Thinkers",Education,171
Stenhouse Publishers,Kathy Collins,4.5,1,Growing Readers,Education,297
Stenhouse Publishers,Jan Burkins,4.5,1,Shifting the Balance,Education,0
Stenhouse Publishers,Robyn English,4.0,1,Show me how to learn,Group work in education,96
Stenhouse Publishers,Jessica F. Shumway,4.0,1,Number sense routines,Mathematics,166
Stenhouse Publishers,Jeff Zwiers,4.5,1,Academic conversations,Cognitive learning,234
Stenhouse Publishers,Jeff Anderson,4.0,1,Patterns of Power,"English language, composition and exercises",436
Stenhouse Publishers,Mary Cowhey,3.82,6,Black ants and buddhists,Elementary school teaching,244
Stenhouse Publishers,Peter H. Johnston,3.82,6,Choice Words,Communication in education,106
Stenhouse Publishers,Kelly Gallagher,3.82,6,Write like this,Study and teaching (Secondary),272
Stenhouse Publishers,"Daniels, Harvey",3.82,6,Literature circles,Group reading,200
Stenhouse Publishers,Debbie Miller,3.82,6,Reading With Meaning,Reading comprehension,193
Stenhouse Publishers,Carol Bedard and Charles Fuhrken,3.82,6,When Writing with Technology Matters,Study and teaching,0
Stenhouse Publishers,Ardith Davis Cole,3.82,6,Better answers,Test-taking skills,121
Scholastic Press,Alex Gino,4.25,12,George,Juvenile Fiction,195
Scholastic Press,Ann M. Martin,4.25,12,Belle Teal,Juvenile Fiction,224
Scholastic Press,Stephen Savage,4.25,12,Where's Walrus?,Juvenile Fiction,42
Scholastic Press,Kate Messner,4.25,12,Marty McGuire,Juvenile Fiction,146
Scholastic Press,Joanna Cole,4.25,12,The Magic School Bus Set,Unknown,0
Scholastic Press,Lois Lowry,4.25,12,Crow Call,Juvenile Fiction,34
Scholastic Press,Pam Muñoz Ryan,4.25,12,Esperanza Rising,Juvenile Fiction,290
Scholastic Press,Jon J. Muth,4.25,12,Zen Shorts,JUVENILE FICTION,44
Scholastic Press,David Shannon,4.29,12,A bad case of stripes,Individuality,0
Scholastic Press,Blue Balliett,4.29,12,Chasing Vermeer,Art,308
Scholastic Press,Leah Johnson (Young adult author),4.29,12,You Should See Me in a Crown,Juvenile Nonfiction,0
Scholastic Press,Allen Say,4.29,12,Drawing from Memory,Juvenile Nonfiction,66
Scholastic Press,Cynthia Lord,4.29,12,Rules,Autism,212
Scholastic Press,Virginia Euwer Wolff,4.29,12,Bat 6,Juvenile Fiction,244
Scholastic Press,Ellen Levine,4.29,12,Henry's Freedom Box,Juvenile Nonfiction,48
Scholastic Press,Ann Clare LeZotte,4.29,12,Show Me a Sign,JUVENILE FICTION,0
Scholastic Press,Tui T. Sutherland,4.29,12,"Winter Turning (Wings of Fire, Book 7)",Juvenile Fiction,336
Scholastic Press,Suzanne Collins,4.29,12,Gregor and the Marks of Secret,Juvenile Fiction,343
Scholastic Press,Alan Gratz,4.2,13,Refugee,FICTION,0
Scholastic Press,Walter Dean Myers,4.2,13,The Greatest,Boxers (Sports),0
Scholastic Press,Alexander Stadler,4.2,13,Trash Crisis on Earth,Behavior,0
Scholastic Press,Meg Cabot,4.2,13,Glitter Girls and the Great Fake Out,Juvenile Fiction,210
Scholastic Press,Christopher Paul Curtis,4.2,13,Elijah of Buxton,Juvenile Fiction,370
Scholastic Press,Philip Pullman,4.2,13,Northern Lights,Political theology,416
Scholastic Press,J. K. Rowling,4.2,13,Harry Potter and the Half-Blood Prince,orphans,652
Scholastic Press,Joseph Sheridan Le Fanu,4.2,13,Carmilla,English Fantasy fiction,117
Scholastic Press,C.S. Lewis,4.2,13,Prince Caspian,Fantasy,216
Scholastic Press,Beatrix Potter,4.2,13,The Tale of Peter Rabbit,"Rabbits, fiction",32
Scholastic Press,Sam McBratney,4.02,10,Guess How Much I Love You,Fiction,32
Scholastic Press,Michael Rosen,4.02,10,We're Going on a Bear Hunt,Bears,36
Scholastic Press,Margaret Wise Brown,4.02,10,Goodnight Moon,Children's fiction,32
Scholastic Press,Astrid Lindgren,4.02,10,Pippi Långstrump,Internet Archive Wishlist,158
Scholastic Press,Stephen Crane,4.02,10,The Red Badge of Courage,1783-1865,174
Scholastic Press,George MacDonald,4.02,10,The princess and the goblin,Fairy tales,185
Scholastic Press,Frances Hodgson Burnett,4.02,10,A Little Princess,Children's fiction,224
Aethon,Zogarth,4.46,12,The Primal Hunter 8,Fiction,795
Aethon,Shirtaloon,4.46,12,He Who Fights with Monsters 7,Fiction,487
